pub_date,headline,abstract,keywords,lead_paragraph,date_parsed
2024-12-08 10:00:46+00:00,"{'main': 'They Love France. So When Notre-Dame Burned, They Wanted to Help.', 'kicker': None, 'content_kicker': None, 'print_headline': 'When Notre-Dame Needed Help, Americans Came Bearing Checks', 'name': None, 'seo': None, 'sub': None}",A couple from North Carolina are part of the second-largest group of donors to the huge fund-raising effort to restore the famous cathedral: Americans.,"[{'name': 'subject', 'value': 'Philanthropy', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Notre Dame Cathedral (Paris, France)', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Paris (France)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Historic Buildings and Sites', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Macron, Emmanuel (1977- )', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'France', 'rank': 6, 'major': 'N'}]","Like many of the millions of tourists who visit Paris, Nick and Suzie Trivisonno, of Charlotte, N.C., would usually catch at least a glimpse of Notre-Dame on their frequent visits to town. Often, the Trivisonnos, who are Catholics, would go to the cathedral and pray — for family, friends and peace.",2024-12-08T10:00:46Z
2024-12-05 10:04:15+00:00,"{'main': 'Best Video Games of 2024', 'kicker': None, 'content_kicker': None, 'print_headline': 'Video Games', 'name': None, 'seo': None, 'sub': None}","It was supposed to be a sleepy year for the video game industry. Then came surprise hits like Balatro, Animal Well and Astro Bot.","[{'name': 'subject', 'value': 'Computer and Video Games', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Two Thousand Twenty Four', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Animal Well (Video Game)', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'Elden Ring: Shadow of the Erdtree (Video Game)', 'rank': 6, 'major': 'N'}, {'name': 'creative_works', 'value': 'Final Fantasy VII Rebirth (Video Game)', 'rank': 7, 'major': 'N'}, {'name': 'creative_works', 'value': 'Prince of Persia: The Lost Crown (Video Game)', 'rank': 10, 'major': 'N'}, {'name': 'creative_works', 'value': 'Still Wakes the Deep (Video Game)', 'rank': 12, 'major': 'N'}]","Last year was particularly strong for the video game industry. Several major releases found critical and commercial success, including Baldur’s Gate 3 and The Legend of Zelda: Tears of the Kingdom, while smaller indie puzzlers like Chants of Sennaar also delighted audiences.",2024-12-05T10:04:15Z
2024-12-17 10:02:56+00:00,"{'main': '‘No Place to Hide’: Trapped on the Border, Immigrants Fear Deportation', 'kicker': None, 'content_kicker': None, 'print_headline': 'She’s Undocumented. Her Children Are Citizens.', 'name': None, 'seo': None, 'sub': None}",Undocumented immigrants whose children or spouses are U.S. citizens are feeling particularly vulnerable to President-elect Donald J. Trump’s threats to push them out.,"[{'name': 'subject', 'value': 'Illegal Immigration', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Immigration and Emigration', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Deportation', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Mexican-Americans', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Rio Grande Valley (Tex)', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Texas', 'rank': 6, 'major': 'N'}]","For the last quarter of a century, Maria’s version of the American dream has been confined to a small corner of South Texas, tucked between the border with Mexico and a fortified Border Patrol checkpoint 77 miles north.",2024-12-17T10:02:56Z
2024-12-06 00:18:18+00:00,"{'main': 'Head of Secret Service and Congressman Get Into Shouting Match at Hearing', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",The agency’s acting director took offense when a Texas representative questioned him about where he was standing in a photo commemorating the Sept. 11 attacks.,"[{'name': 'organizations', 'value': 'House of Representatives', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Secret Service', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Trump Assassination Attempt (July 2024)', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'National September 11 Memorial and Museum', 'rank': 5, 'major': 'N'}]",The acting director of the Secret Service and a Republican congressman from Texas got into a shouting match in a congressional hearing on Thursday over the acting director’s appearance in an official photo during a remembrance ceremony in New York on Sept. 11.,2024-12-06T00:18:18Z
2024-12-20 21:36:24+00:00,"{'main': 'The 10 Architectural Sites You Should See in São Paulo', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",These buildings and places capture the city’s playful approach to concrete-and-asphalt Modernism.,"[{'name': 'glocations', 'value': 'Sao Paulo (Brazil)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'ARCHITECTURE', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Historic Buildings and Sites', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Culture (Arts)', 'rank': 4, 'major': 'N'}]","Present-day São Paulo — a sprawl of concrete towers and asphalt laid like a quilt over Brazil’s interior hills — began to take shape at the end of the 19th century, growing alongside the coffee plantations that thrived in the region’s hinterlands. But it was over the course of the following century that its most influential architectural designs were constructed, dotting the city with some of the world’s most extraordinary Modernist buildings.",2024-12-20T21:36:24Z
2024-12-03 23:45:18+00:00,"{'main': 'BlackRock Jumps Deeper Into the Private Markets', 'kicker': None, 'content_kicker': None, 'print_headline': 'BlackRock Jumps Deeper Into the Private Markets', 'name': None, 'seo': None, 'sub': None}","The world’s largest investor is buying HPS, a major provider of private credit, for $12 billion.","[{'name': 'subject', 'value': 'Mergers, Acquisitions and Divestitures', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Stocks and Bonds', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Credit and Debt', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'BlackRock Inc', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Fink, Laurence D', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'HPS Investment Partners', 'rank': 6, 'major': 'N'}]","BlackRock, the world’s largest asset manager, is known for its heft in the public markets, particularly through its iShares exchange-traded funds.",2024-12-03T23:45:18Z
2024-12-04 10:02:16+00:00,"{'main': '$800,000 Homes in Oklahoma, Florida and Iowa', 'kicker': 'What you Get', 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","A four-bedroom Tudor Revival in Oklahoma City, a Spanish-style bungalow in West Palm Beach, Fla., and a Dutch Colonial from 1930 in Sioux City, Iowa.","[{'name': 'subject', 'value': 'Real Estate and Housing (Residential)', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Sioux City (Iowa)', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Palm Beach (Fla)', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Oklahoma City (Okla)', 'rank': 4, 'major': 'N'}]","This four-bedroom, two-and-a-half-bathroom house is in Crown Heights, a neighborhood around 10 minutes north of downtown Oklahoma City. Crown Heights Park, which has a playground and a picnic lawn, is two blocks away, and along nearby NW 36th Street are a barbecue restaurant, a record store and a used bookstore. A Vietnamese supermarket is five minutes away, as is a shopping mall with a movie theater.",2024-12-04T10:02:16Z
2024-12-13 10:19:00+00:00,"{'main': 'The Fall of al-Assad Quickly Infuses Europe’s Debate Over Asylum', 'kicker': None, 'content_kicker': None, 'print_headline': 'Europeans Eye Giving Syrians A Nudge Home', 'name': None, 'seo': None, 'sub': None}","Nearly a million Syrians in Germany alone have made new lives. But after the fall of Bashar al-Assad, some politicians across the continent have suggested that refugees could return home.","[{'name': 'glocations', 'value': 'Syria', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Germany', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Europe', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and Africa Migrant Crisis', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Refugees and Displaced Persons', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Immigration and Emigration', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Asylum, Right of', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Deportation', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Right-Wing Extremism and Alt-Right', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 11, 'major': 'N'}, {'name': 'persons', 'value': 'Assad, Bashar al-', 'rank': 12, 'major': 'N'}]","Just hours after President Bashar al-Assad boarded a plane for Russia on Sunday, thousands of Syrians who had fled to escape his rule and the civil war to unseat him celebrated in the streets across Germany.",2024-12-13T10:19:00Z
2024-12-30 10:00:05+00:00,"{'main': 'After Jimmy Carter Won the Presidency, Democrats Lost the South', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","Mr. Carter witnessed a shift from what had been a solidly Democratic South to one that Republicans, supported by white voters and particularly evangelicals, came to dominate.","[{'name': 'persons', 'value': 'Carter, Jimmy', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Whites', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Georgia', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Southern States (US)', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Southern Baptist Convention', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 1976', 'rank': 8, 'major': 'N'}]","On the day he was sworn in as governor of Georgia, Jimmy Carter, an ambitious white peanut farmer from rural Sumter County, announced that “the time for racial discrimination is over.” The declaration landed like the carefully calculated bomb it was intended to be in the South of 1971 — and landed Mr. Carter on the cover of Time magazine, along with the blurb, “Dixie whistles a different tune.”",2024-12-30T10:00:05Z
2024-12-30 15:31:43+00:00,"{'main': '$100 Million for One Square Mile: Deal to Protect Land in Grand Tetons', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","After years of negotiations and threats of development, Wyoming will sell a prized piece of land so that it can be preserved inside Grand Teton National Park.","[{'name': 'subject', 'value': 'National Parks, Monuments and Seashores', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Conservation of Resources', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Federal Lands', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Interior Department', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Haaland, Deb', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Grand Teton National Park (Wyo)', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Wyoming', 'rank': 7, 'major': 'N'}]","Wyoming has agreed to a $100 million deal to turn over a prized parcel of land within the boundaries of Grand Teton National Park, allowing the federal government to protect the plot from the threat of development.",2024-12-30T15:31:43Z
2024-12-30 14:53:18+00:00,"{'main': 'From the Grave, Mondale to Eulogize the Man Who Made Him Vice President', 'kicker': None, 'content_kicker': None, 'print_headline': 'From the Grave, Mondale Hails Human Rights Record and More', 'name': None, 'seo': None, 'sub': None}","Walter F. Mondale died in 2021, but he left behind the eulogy he planned to deliver at former President Jimmy Carter’s funeral.","[{'name': 'persons', 'value': 'Carter, Jimmy', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Mondale, Walter F', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Funerals and Memorials', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Vice Presidents and Vice Presidency (US)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 5, 'major': 'N'}]","Former Vice President Walter F. Mondale thought he would still be around to speak at the funeral for Jimmy Carter, who was a little more than three years his senior.",2024-12-30T14:53:18Z
2024-12-07 10:00:33+00:00,"{'main': 'How Easy Rawlins Built a Real Estate Empire, One Crime Novel at a Time', 'kicker': None, 'content_kicker': None, 'print_headline': 'Solving Crimes Brought Fame. Rent Pays The Bills.', 'name': None, 'seo': None, 'sub': None}",Walter Mosley talks about how his fictional hero frees himself from wage labor through America’s favorite side hustle: landlording.,"[{'name': 'subject', 'value': 'Real Estate and Housing (Residential)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Landlords', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Renting and Leasing (Real Estate)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Income', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Black People', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Blacks', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Writing and Writers', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Discrimination', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Mosley, Walter Ellis', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'Los Angeles (Calif)', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'audio-positive-escape', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'audio-neutral-informative', 'rank': 13, 'major': 'N'}]","About a third of the way through “Farewell, Amethystine,” the latest novel in the author Walter Mosley’s series about a private investigator named Ezekiel (Easy) Rawlins, Easy sets out for a late-night meeting with a gun and a hunch.",2024-12-07T10:00:33Z
2024-12-20 23:34:17+00:00,"{'main': 'Ann Rockefeller Roberts, Champion of Native Americans, Dies at 90', 'kicker': None, 'content_kicker': None, 'print_headline': 'Ann Rockefeller Roberts, 90, Champion of Native Americans', 'name': None, 'seo': None, 'sub': None}","The eldest daughter of Nelson Rockefeller, she founded a nonprofit to support Indigenous culture and helped fill two institutions with artifacts.","[{'name': 'persons', 'value': 'Roberts, Ann Rockefeller', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Native Americans', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Philanthropy', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Civil Rights Movement (1954-68)', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'National Museum of the American Indian', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Rockefeller, Nelson Aldrich', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Rockefeller, John D Jr', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Rockefeller Foundation', 'rank': 9, 'major': 'N'}, {'name': 'glocations', 'value': 'Acadia National Park (Me)', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'Mount Desert Island (Me)', 'rank': 11, 'major': 'N'}]","Ann Rockefeller Roberts, a champion of the rights, welfare and culture of Native Americans and the eldest daughter of Nelson A. Rockefeller, the former vice president and governor of New York, died on Wednesday at her home in Bedford, N.Y. She was 90.",2024-12-20T23:34:17Z
